average_stars,compliments,elite,fans,friends,name,review_count,type,user_id,votes,yelping_since
4.0,{'plain': 1},[],0,[],Rich,23,user,k7p_DijNkKx-bYGUqWOr9Q,"{'funny': 3, 'useful': 18, 'cool': 4}",2007-02
2.83,{},[],0,[],Greg,5,user,BlivVzHUCuCIzMngqlauWg,"{'funny': 2, 'useful': 11, 'cool': 6}",2012-11
5.0,{},[],0,[],Justin,1,user,X_Ili3NKnTueLZq4B3BkpA,"{'funny': 0, 'useful': 0, 'cool': 1}",2011-01
4.25,{},[],0,[],Dennis,9,user,EfZefsK3Xsg8Iz24YsfelA,"{'funny': 0, 'useful': 2, 'cool': 1}",2012-06
4.75,{'writer': 1},[],0,[],Christopher,14,user,Hin8UY65gT4Z9UCt-EvIFw,"{'funny': 2, 'useful': 1, 'cool': 0}",2013-12
4.019999999999999,{'plain': 2},[],0,['QWkXgWM7jjIruQ4Q4wzZWg'],Anna,48,user,0xk2uVSQxAAtWkyQ0ogD1A,"{'funny': 4, 'useful': 22, 'cool': 5}",2011-11
3.549999999999999,"{'plain': 2, 'writer': 1, 'cool': 2}",[],0,['Tvire7YhcEFdbQG_x38Naw'],Liana,20,user,1fBoipMLYvV9YGKhiTdnyQ,"{'funny': 27, 'useful': 41, 'cool': 7}",2011-05
5.0,{},[],0,[],Tina,3,user,L3QJNJhvvq0dUGjLx8ZERw,"{'funny': 0, 'useful': 3, 'cool': 1}",2011-12
3.6,{},[],0,[],Kyle,6,user,SPRErCYRk9VJKJpEpSWQ2w,"{'funny': 0, 'useful': 4, 'cool': 1}",2009-12
4.21,{'cool': 1},[],0,[],Mack,14,user,ASGeVN_8USvJpbTQvsNBng,"{'funny': 1, 'useful': 2, 'cool': 0}",2011-09
3.399999999999999,{},[],0,['PbPUSmBsZcdNFpKoiU52TQ'],P,5,user,0kFI2-kjcGbt3aBji_fpgg,"{'funny': 1, 'useful': 4, 'cool': 3}",2013-07
1.0,{},[],0,['vnRAswjBQJ6BY9vBi8pvkA'],Elijah,3,user,V4NTKq7ubN3EovE6Mu3VYQ,"{'funny': 1, 'useful': 2, 'cool': 0}",2013-07
3.919999999999999,"{'profile': 1, 'cute': 2, 'funny': 2, 'plain': 55, 'writer': 6, 'note': 40, 'hot': 6, 'cool': 36}","[2012, 2013, 2014]",11,"['nKoB5cWZHXYUIUcQsUDogA', 'oYTZ2PbYYd2MDbVYUoQpCw', 'DsDcvBq_3-TmUIXLhEB1GQ']",Dorothée,326,user,MJEagF7bKdZSbBMLFamGDg,"{'funny': 71, 'useful': 424, 'cool': 216}",2012-04
3.58,"{'funny': 22, 'cute': 1, 'plain': 44, 'writer': 23, 'note': 16, 'hot': 21, 'cool': 59, 'more': 2}","[2013, 2014]",6,"['7uxXuCcpw9-mUS3OJVw8aQ', 'ZZ5hV2jcxchiZo6C9AXq_Q', 'wILX8NcMdXBuJOknbS--dA', 'ac-LWMXfGE0ZMChLhYqnnA', 'fPHLPrymsyb6WSFFKoMrTQ', 'y8ZCNq8HSGDSx7Vm-NYEOw', 'pIm17SVRo8IdhGoBD4qbnA', '0bNXP9quoJEgyVZu9ipGgQ', 'ca2Sa9Enqg2GlWFQ95p8bw', 'qaSf-CGQLWlXmy56pkYQYw', 'C6IOtaaYdLIT5fWd7ZYIuA', 'UTGqubcmDv1cNe5-k8-OeA', 'gx3ZRjh43OOuavKl_rXvrA', 'am9yAm4Ph7yk81sFkHlxig', 'ONNDmhFp4i8Io9wiaHWv1A', 'wNqwKWaRjClmcKsoJJRFow', 'HJTloHYD4nlWQtG1ZC2_2Q', '7T2ul_LOzArDKjfVRDt-JA', 'AZuSSh8xMwLtoapGa02WZQ', 'MWt24-6bfv_OHLKhwMQ0Tw', 'aUv23ZEyaNbqR4_hyKUDwQ', 'a8gpBi7biN9VAoJwKgl3Xw', 'TbrFykUpMolfWd__RxBjmg', 'Z_JYTA4pC3umRiceGb_cOA', '7cR92zkDv4W3kqzii6axvg', '7C-jyTrOX-iJ-MrSJuh-8A', '6qTA7oelKwpevf1lL_bIVA', 'v6DYHVrAAMQ0EcFqtEQ-qg', 'hFtlFksrcLaWHGPNa6SmeA', 'GrSixRnGIxNUJ1Cn5DNX9A', '9UtNYyrWnpMbpshMrZSRGQ', 'WESBNCIvswTWh-Ak2uGf4g', '4UYKNH4vyRpQXr0BbViAKw', 'FaR5dMfPJrNJ2llVu4tM_Q', 'uTc1puvwUpFYryEHo4DNaA', 'G73To0wskEDaDJBN4Kn4eg', 'GRgBu4K7GOb3354esp_xkg', 'ODhV53XhesCBLJVfGsJGNA', 'McMS1Xw6qouR8M4pygTNDg', '2a-7cf9r2WscwX4mdLogUg', 'Z6uSuLOF-9RE1mzi-qR5eA', 'wFweIWhv2fREZV_dYkz_1g', '4ozupHULqGyO42s3zNUzOQ', 'q3Fa0PhTGzRl-05fXHIi4g', 'hG1oNdsgO4jFwI5LY1I8xg', 'vwLmvuSyt2qervMRFennHw', 'FQBsSK8bOMfcu1pnwDKFtg', 'o2CGc1kQHEFkYOECM3NFdg', 'NvDR3SPVPXrDB_dbKuGoWA', 'HmOlCg682hbhu6_0Dc6z7g', '-zzhFGw6I9wA5EtivKn89Q', '8dbRf1UsWp2ktXHZ6Zv06w', 'd95On_QNeQPr01pRNzHa5w', 'wttePGxhTumTTUinL5tlTg', 'b2XPhXPQ41qWysIK6RTsFw', 'NzlVca80ziZxANoTXxHfvQ', 'ewnwxqKtpDv8erOIZkCpjA', 'eGAXs7KxmcB_PCxpI9FjKg', 'Zwtx7FLZcK5F2P0-Tz8mHg', 'k2u1F6spBGhgk2JtAe97QA', 'rO3WEI9L-_deUR9-JHuNQw', 'mqELWLgzXtcQDCxY60Xkyg', 'GW8CGcnTX8X5qp3Fb68SGg', 'KA4PQOvc21KRCnGS6laDew', '1J1GL0XY_uBu2kuPfnn9Jw', 'UYz4tg3n09LITyTHJmm9Uw', '3uU_6L8GnFOHTsO4I3oedg', 'ajYMtA6UN8nn9Dz7nFbLdg', 'M35Z-HptN6shKVEsoFLVFw', 'yuPBS3fak77lgwO_9SXVYQ', 'kWIyJklrVAxWQ9mi_X5ntg', 'oKzkyfGalJC3-BOeLLCcIw', 'palND-kF1qpMLhkcgAnSxA', 'Y7KS04okqSFAbg1NyImHkQ', 'cSAACR699NuLMqBPuKL8nw', 'K6MrbZeqKG35ZiucFfucvw', 'J3I2NClEbD1Xr8lOdjxlqQ', 'lmiDCrmas8TxRsbIGZX9Pg', 'eOVVMnFC5jeAInwiG3uNEw', 'H-KL-IkMXWTxbZIOYlSWAQ', 'yhZxCcGyhltqsJN6foL_Wg', '-AghF-hFNLhir1fFPXnsXQ', '9vl279c0sJ9n0vR8h7kNsQ', '6qL7A04QNfLAj5Tkig34YQ', 'y5_vrqIylhXMrejM_-x_vA', 'cRyNICH0mhjxagvSyVr60Q', 'UeLjyaAwAJV7Ac7pjbVv6w', 'HR_Lxh2ycv0t745Ohiziew', 'ysBQMZiuZ7VSu_YAh-lE0Q', 'rL3dPeKDTybG_ct9OCXGAA', 'ZecBjVgyONAna3TywlEH5w', 'wy8Yd_vCWDjiz9rMo4HfqA', 'ZiMCaIaUlBmVnNjREY0W6Q', '16djaKDikBivsWVKtYTchA', 'FEY_ytHSrq9sT-3XA0DInA', 'PzeWNJ_hrhDzs8NdcBA06A', 'IDHrwv_RCildFvmfWTkj5Q', 'svP9WkoIMN3Wta7W9ZhawA', '9tXL9eJNIi9SL5pdCYeyZQ', 'f4_0MTexPnmvuWwjTsR_mQ', '3wWLL2RDEZ9GgU0rNxyyXQ', '6OsD71jqrttys_GMWX6STw', 'CYHX8nnPoqclfWSsl1JWnA', 'gzJpPaHN-NXBkAZcZri3hw', 'kDuFy76dQh2ZtfQ90Go9eA', 'crlasvYlOjVXA_Jbw_V4Ew', '2D_gfbCaPHfz8SGFOVXjDQ', 'k4-6lakq7t3kCgbvPxcuvg', 'MfbH-4cBh0EXWd7IKEuEhg', 'ZW8jy6ehrNzn9A5iCubVGg', 'hORy0O17fXiPM5g_ouY3-A', 'PK-lW55BD7pyRz2ahNV0kg', '0WPwr3Jr4a_Ywg_hZxm4KQ', 'r2llsbjUJNhWfH-k_cnV2w', 'wUEp87FqOB9ew27Iz6zk_w', 'aaHyqSTcpdkismEP0bj0rQ', 'nObbQ_Zu5vGV0Cv5dMe_1A', '07pUh-U0FXJ9XYhQbZoJIQ', 'xsTlqAQ7TjNFIUl5ihK00g', 'PlQAZxtS_GtuFYO3oSEQ4g', '1kB497g7HPDt3FCq9E3y_w', 'YJQkhZq1p7M3GCLmByAJsA', '3FRzcb41y7LYr5yRMQSoqw', 'HzE3a0DZycfToavWhHm-Pw', 'bu9mDOp0yS0XVbCstBXC3w', 'HtJaaLowSSHKm4OebE0fzw', 'ZWdsr06AvPgDzahZQ7hd2g', 'Y5deLwOuQQoQgjFv9m8Mhw', 'PflcM35xL_yn6jeF0zHFkQ', '-8BqfYouq3o_UoazAQWwNw', '2kqG8fATI2hiU2exwjxZZQ', 'VFzYCoVKke89BA4ZxxRMag', '7Ks2StcBS5H5htLE8w340Q', 'MnDHJvePh4cWMrBgOp0_Ig', '9HUI7cYDf40dDsr_ULbAeQ', '0mWN-SJLbDE2LN-3QzOpeg', 'AXGJ_7nKn_2gUR51g-fk1Q', 'gnSy_kgvL5Fk33UOWeWpXg', '9mNDNDX0aT8bxYz5Rq9J6Q', 'zxuq7MORAKtQL6b6LCxojg', 'aThkIdpPnim8OLES1WVvgA', 'CBRMrCvjyrwGpmvQsbod8Q', 'qxnFi49a-i0O_t_RROWYdg', 'HestW1GKSkmUs_vpnauE_w', 'yBnwBtO-tXV-sncEDO_vFg', 'dax-57_2pV74NDCERIaFeA', 'n2xaicurGRy6sQ7Rmf9taA', 'C5UZ88NJSguhi1DfZNUIAg', 'baErmCIMUgcHmJbK32BDJg', 'EykrBctzeI7TbDwr02t-6A', 'zfb_dSwWV5mV4f_ZAgkYbg', 'IPoPpCbqhAjzgrR8U9GV9g', 'wpqpfX_ueU6MH2_jlQgnkg', 'YVlXFXxnmRmUg85gLA63Dg']",Mar,205,user,NjtSvsZTJ6WP7uXYn6o0IQ,"{'funny': 249, 'useful': 403, 'cool': 209}",2011-09
4.669999999999999,{},[],0,[],Mark,3,user,HqUse5k8n9Irg-mANkzluw,"{'funny': 0, 'useful': 1, 'cool': 1}",2009-09
3.22,"{'plain': 1, 'hot': 1, 'writer': 2, 'cute': 1, 'cool': 1}",[],1,['_32D8p51VGZnU_dtMQjHFg'],Risk,46,user,rgXKVaa8tSxgkGHpiyMSsA,"{'funny': 44, 'useful': 70, 'cool': 26}",2006-03
3.879999999999999,"{'funny': 2, 'plain': 1, 'writer': 2, 'note': 1, 'photos': 2, 'hot': 2, 'more': 4, 'cool': 5}","[2010, 2011, 2012, 2013, 2014]",4,"['owBW-FcLXdAMKCbMJZqyZg', '7lPHWsUxWK9do3ncK64_pw', 'vJUWfI4Eg7GD5xvTCcj7qQ', 's39Rw7k3Q24AVMYnpB5NeA', '8pO_ETgjTzyM1130UW8IWg', 'pTbH17jSK4EjbkgTyADxzQ']",Anna,220,user,MANQvvaC0tyAPOPzZBrhOA,"{'funny': 36, 'useful': 95, 'cool': 67}",2008-02
4.379999999999999,"{'plain': 1, 'cool': 1}",[],0,"['wb1kSEFZzyy5_UAbYJrEYg', 'GZ8SFGydLYKfVQGBu2BvPA', 'mTIsWhQU7QWHGCiPRaENxQ', 'jczWK2z1fLTxkLCm08sxOA']",Michelle,8,user,OUnxsE2FmEyRx2r-jed13Q,"{'funny': 1, 'useful': 12, 'cool': 4}",2012-10
3.33,{},[],0,[],Terry,3,user,nchd_MwFWsnOE29ekK-8vQ,"{'funny': 1, 'useful': 5, 'cool': 1}",2013-10
5.0,{},[],0,[],Aurie,2,user,OM1CyUwp12fkGJdi30XlFw,"{'funny': 0, 'useful': 0, 'cool': 0}",2013-08
1.0,{},[],0,[],Patricia,1,user,OJvYqDhqC9iDowahV8r7Kw,"{'funny': 0, 'useful': 0, 'cool': 0}",2013-06
3.439999999999999,{},[],0,[],Linda,16,user,wWls7koANo5PPSpvaB_dbA,"{'funny': 4, 'useful': 30, 'cool': 5}",2008-05
3.649999999999999,{'cool': 1},[],0,"['d7avlb17tMYayryONp4WgQ', 'HSKrdp21e5W_uIVcsHQTHw', 'M-cg8raooXZKV8NsNmQGjw', 'Vk5GJg9qymV9gQL9btxqHA', 'CMYLzc30iJIl-tazz3xLKA', 'RqJbuDuXTFJKIDGiMJuTvQ', 'uVJ8CCLgTrsgm_W40Yr10w', 'MjuQXpFcE6FC1F9lYYp8tw']",Julie,22,user,i0b_dwndZ-bmTYmZfAG8Fg,"{'funny': 7, 'useful': 43, 'cool': 5}",2011-11
4.08,"{'plain': 1, 'hot': 1}",[],0,"['lPaYMDmJbAnv_3pmZH_inw', 'SlyvWytCnn7vtm4cJwwp0w']",Tung,37,user,bhdBWXNjveIRyjMhGci8xw,"{'funny': 6, 'useful': 28, 'cool': 8}",2010-09
3.0,{},[],1,['oQx41B-N7D7ocLw-NpAFPg'],Eugene,4,user,J4xAV4nQ8bKA8nINT7laNg,"{'funny': 1, 'useful': 4, 'cool': 4}",2012-02
3.85,"{'funny': 5, 'hot': 1, 'writer': 2, 'plain': 3, 'cool': 1}",[],3,"['_cDnFQHMrwo5Xg_1Z8QQNA', 'yMkzV7tFgx2T1yaPpfeT7g', 'ChPpkHTyL3CyajLIuUrgjg', '0cOr6YX61FwOkVM1uECbvA', 'wZB1XBupXzGPgxQefugj_Q', 'fDoRfe_kP9N98eWM-8vJpw', 'UWJFYGuw4z0bYaKLzPSGjg', 'XpOoH5On-c9jhDrwvZhroA', 'swzdyo2Ct4LV8cept2N7ew', 'IZxgT0ZlJJPfxNDEQlItxQ', 'QlbGyXflDHIH5L2zpGzU_w', 'XNKM4aC7HV46vjz73PiekA', 'oQL0rmxlqHgkS9au43Et7w', 'ywa4VJSQUtJHUCrZJ1_slA', 'yNEh5YNRq9T1jvx0oLxPkg', '0yqDXWZo1_MEw75flQ33fw', 'hf7w55bEV33llRYOqH2NbA']",Dik,62,user,VTBfmkc1YjFWm3SrgZz6fQ,"{'funny': 67, 'useful': 79, 'cool': 45}",2009-05
4.2,{},[],0,['MvAivCygiO8Q_tzDbyR_cA'],Ami,6,user,TCLIPDneLLcWDPDe2Csvgw,"{'funny': 0, 'useful': 1, 'cool': 1}",2009-01
3.819999999999999,"{'note': 1, 'writer': 1, 'cool': 1}",[],1,"['EAeDYcYll880spJ-6xIjJQ', 'tN3dELBbHw62_I6bCDJrNg', '-GInB7h8kCS2bWYsO33wdQ', 'yB3Vkclg4MOKYuSYqVs1ng', 'r7Ucwy1XZ_MWsSHaNGPYIQ', 'cC2bgcw7fdHzCAVeZkJe_Q', 'MJY2rjN6yIU7U6j5Iq-SqQ', 'tqBgy5rvNsnn2Z9MAq5ENw', 'cRIwgBLDoYM_JekGHjsW1Q']",Randi,38,user,lJc4v2lfDhPtlU6Zj_UNsQ,"{'funny': 6, 'useful': 42, 'cool': 10}",2010-07
3.589999999999999,{},[],0,[],Sara,36,user,C3Tk4Ty2PbfnK8-Ji7OciQ,"{'funny': 5, 'useful': 12, 'cool': 4}",2010-12
5.0,"{'plain': 1, 'writer': 1, 'cool': 1}",[],0,[],Sam,3,user,4E4mBfzqViWvZu54chd_SA,"{'funny': 2, 'useful': 4, 'cool': 4}",2010-05
4.799999999999999,{},[],0,[],Deanna,5,user,G9_wSeazjyQpnV8Y-E4Zdw,"{'funny': 0, 'useful': 4, 'cool': 2}",2011-08
3.839999999999999,{'funny': 1},[],1,"['y_3u8cLtcVR8-Iuh9QynWw', '2_zzbfQJ5wPjLNeHP1NCGA', 'EwJABrw2Ft_Nq33mvd1fiA', 'gyBs-PcHasLx7IF9B6OBZA', 'zZlHqWiCrCj0WKSNI1Nxlw']",Bruce,26,user,IYLKweAsaCutvd0vzp_MyQ,"{'funny': 4, 'useful': 9, 'cool': 2}",2009-03
4.089999999999999,"{'hot': 1, 'cool': 1}",[],0,"['NJr3BrZmavIuzKxE5W-aoQ', 'tinQ3jp7ijS-6IIRCXaskA', '4YYizvPovpCri956In3aHA', '0TCGbKnflytUf4ohVSiXqw', 'lU1gzVMQuoyxzGZtdW_r5g', 'O_gnolhwT826__pYNGBG2w', 'aKia8UwzCVdimm_l6BcM-A', 'O5Xn8D0bZdQPV5aBbRbIUA', 'VBJ9xlhABmm9St-ebIstZg']",Larissa,22,user,WiTD-yIruXeZQdnbqAky3A,"{'funny': 2, 'useful': 14, 'cool': 3}",2013-10
2.0,{},[],0,[],Susan,5,user,X4xDX1jwCabrADc4RFLG2Q,"{'funny': 0, 'useful': 1, 'cool': 0}",2013-11
1.0,{},[],0,[],Sue,2,user,OUhLpUSUINPu4NxVol0DRg,"{'funny': 0, 'useful': 2, 'cool': 0}",2014-03
5.0,{},[],0,[],Peter,1,user,eLhmVSQw6_WO_J5FHwVoDg,"{'funny': 1, 'useful': 0, 'cool': 0}",2013-11
4.669999999999999,{},[],0,[],Marsha,6,user,gU9fGsejmUpupbut6PZZwg,"{'funny': 0, 'useful': 4, 'cool': 0}",2012-07
3.0,{},[],0,"['dpCDMculhqzpbeMZJSzgmQ', '1E0ZJfvjiTR6ZdcfNZmMCw']",Trevor,2,user,6CobQTUQz42PC4xRU0RS6w,"{'funny': 0, 'useful': 5, 'cool': 0}",2010-08
3.0,{},[],0,"['sw0zdlNQYl7S5NRT2-IvyA', 'oSPancvFx0jf_kIcdgXoVw', 'L2dRN5ls2uOss5hhBZGpJw']",M,2,user,8SaSBvCzMXgJmBxUnA54Bw,"{'funny': 1, 'useful': 2, 'cool': 0}",2012-03
3.799999999999999,{},[],0,[],Marilyn,5,user,T39lYsZumXc8u37jEaC0TA,"{'funny': 3, 'useful': 3, 'cool': 2}",2012-07
3.39,"{'cute': 1, 'funny': 2, 'plain': 1, 'writer': 3, 'note': 6, 'cool': 5, 'more': 1}",[],2,"['2_vXkSanTJ2qQb9yP75HLA', '0DLiMdHZ0LLFvzC6MqjD7g', 'Tu6tfhQBJXYYIxigsQC7mg', 'kvPdmwMJ0BluG7pNiT31OQ', 'At2Nqjxph7uXatWjkraYHg', 'Ys9vx9gF3MWTlapXz0HiOQ', 'RMBTOYeuO4eUL6Xcp4Wwaw', 'AHcqfo5dPZDEw4hDXuKUgw', 'QBp3U957TaMk4qZrNFS4Gg', 'XdNsovuIfMIn1M7NbSUFGQ', 'VRdzE077Zg2CSWbHul0G7g', 'KT-23CTI25vN7ZtyL0r-yg', 'QGBjCrQyBMen9W-ib1h8XA', 'gxTAPiN4i1WYoW0V4wgJoA', 'HcEBLmG8sfEaH0LrFZhyZQ', '4zqKGJAzfi0mDA-GMyWeYQ']",cindy,104,user,rLMSZGdv7ZrhDYTvAKrbqw,"{'funny': 32, 'useful': 99, 'cool': 26}",2009-04
4.0,{},[],0,[],Sarah,15,user,7gH8Jx7PkxtrBo4UhKppag,"{'funny': 2, 'useful': 14, 'cool': 0}",2007-12
2.0,{},[],0,['cKJC8GX_XhLk4it7Ka6a5g'],ZDogg,1,user,YE6GLskTQSdoMPSBssGRuQ,"{'funny': 1, 'useful': 2, 'cool': 0}",2012-09
4.669999999999999,{},[],0,[],Mark,3,user,feIKixf6zz680jBau21DbQ,"{'funny': 0, 'useful': 1, 'cool': 0}",2012-01
5.0,{},[],0,[],Julie,1,user,gqHAha5SjWFa5HuPOG6nvA,"{'funny': 0, 'useful': 0, 'cool': 0}",2010-05
3.2,{'plain': 1},[],0,[],John,25,user,uUZL7GyQ_qoSa9OPI0pGhg,"{'funny': 3, 'useful': 18, 'cool': 4}",2010-11
4.139999999999999,"{'cute': 1, 'plain': 4, 'note': 1, 'photos': 3, 'hot': 2, 'cool': 3}",[],1,"['7uxXuCcpw9-mUS3OJVw8aQ', '9fRv70SBtl-pZYQgPgTA7w', 'e8xySFEt090GxyMLrZVRsQ', 'pC0OQBbqZBbv1g6VCAS5Vg', 'rPSEoOSiAYdHPSiArGIZ_g', 'lwvg7LhCLwRi4uKjnxOsnA', 'g1qky_YRA8c9HN-9Dz7UVA', 'Twz957LGX71_U-qWXmZF7w', 'f63M8NiO5b452w6PhzsLeQ', '7H3V5pIKi724NZ24ak8r4w', 'je5fuwK-izY3w_p_E6EYCw']",Sarah,81,user,LIGH-Yk6WjGUGEOxyf_Oxw,"{'funny': 4, 'useful': 19, 'cool': 11}",2010-08
4.0,{},[],0,[],George,1,user,8s-OyesuUf2R1QRsyi02hg,"{'funny': 0, 'useful': 0, 'cool': 0}",2011-02
3.2,{},[],0,[],Miki,5,user,clT4xyaTYHRwB574CFNKOQ,"{'funny': 1, 'useful': 1, 'cool': 1}",2013-03
4.0,{},[],0,['F-uB_Vhxw37fXM7AkMgVYw'],Will,3,user,FTP1NpvndCoE-CXMxLYLwQ,"{'funny': 1, 'useful': 4, 'cool': 1}",2010-05
3.399999999999999,{},[],0,"['Y3a2WARkrCL3NQA8J8A8gA', 'KyWSyFTqoli9I5fjXIQmOQ', 'EdeqsbwZRRv361K1-_z7FA', 'INjkPMXh1dV3QMphC638eA', 'vB_gr3nT5YlKsxVwIuSQKQ', 'DRZZ-EFj6vRS34oMcbDMjA']",Wendy,5,user,L6xGE2RUA0yR903PTuBMLg,"{'funny': 1, 'useful': 3, 'cool': 0}",2014-05
3.95,"{'funny': 4, 'cute': 2, 'plain': 5, 'writer': 1, 'list': 1, 'note': 3, 'photos': 1, 'hot': 6, 'cool': 6, 'more': 3}",[2011],6,"['jlpbR7IurKHCnSrGxELVlg', 'YdxsG8qzkV0MG_7tp1JH8Q', 'CEfUkE9nqGsJeIpFgAv1yw', '9V3YRvyx1hmbR0NdXYpIOw', 'QqbyyYv1eEBZef1NqW5Zdw', 'QMzUS7Kvge7itdC6-Ftmgw', 'MXfDcggWGrUHvNc7Jh5JVw']",amanda,55,user,XZ_MAE3WhKrpIwkxaFkiuw,"{'funny': 100, 'useful': 68, 'cool': 38}",2011-01
1.5,{},[],0,[],Simeonne,2,user,CgFwyS1QeXXRLNDm_1j9SQ,"{'funny': 0, 'useful': 0, 'cool': 0}",2012-11
3.71,"{'cute': 1, 'hot': 1, 'plain': 1}",[],0,"['wOlNEc6WP5tVxOax1z_KcQ', 'on9UCuNNEZyEtq8OSm4hKA']",Nicole,21,user,Kxl-PLYPGrR230bfg--i5Q,"{'funny': 9, 'useful': 22, 'cool': 9}",2010-09
3.859999999999999,{},[],0,"['Qfn3Zdua_WFaau32wAdT0w', 'ntxUSwn5BF7PkDtXORuEmA', 'L1fawyQwpZt4xfPoJh8w7g']",Eric,7,user,mU3I7uxWgLow6wLIFZf4Ag,"{'funny': 1, 'useful': 1, 'cool': 0}",2011-03
4.0,{},[],0,[],Nit,7,user,4VZIdX1tSDnLy8eVHZBu_A,"{'funny': 0, 'useful': 4, 'cool': 0}",2011-01
3.5,"{'funny': 1, 'cute': 1, 'plain': 3, 'note': 3, 'hot': 2, 'cool': 3, 'more': 6}",[2011],0,"['Akk8XZQ0U0dt4MDxUjvagg', 'y_0FbhgGi4SMNLaFTfiMTQ', 'ZYSCZpjT78V4MllaYLbigA', '0bpqsRkCUBpu2_IjCSwdfA', 'fqG-5_l9rJzu08zbO21tmw']",Soo,141,user,cfmF3fcXMIl_mEtt1ZmZ6Q,"{'funny': 11, 'useful': 64, 'cool': 14}",2008-03
